precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count,precursor_formulas_set
"['TiO2', 'Co3O4', 'Li2CO3']",Li1Ti0.01Co0.99O2,0.33 Co3O4 + 0.5 Li2CO3 + 0.08 O2 + 0.01 TiO2 == 1 LiCo0.99Ti0.01O2 + 0.5 CO2,2013,"['heated', 'annealed']","[[850.0], [920.0]]","[[10.0], [10.0]]",,,920.0,10.0,10.1016/j.jpowsour.2012.09.050,True,2,"['Co3O4', 'Li2CO3', 'TiO2']"
"['TiO2', 'LiHO', 'Ni(HO)2']",Li1Ti0.05Ni0.95O2,1 LiOH + 0.95 Ni(OH)2 + 0.225 O2 + 0.05 TiO2 == 1 LiNi0.95Ti0.05O2 + 1.45 H2O,2003,"['calcined', 'proceeded', 'heated', 'calcination']","[[550.0], [750.0], [750.0], []]","[[], [30.0], [], []]",,,550.0,,10.1149/1.1614797,True,1,"['LiHO', 'Ni(HO)2', 'TiO2']"
"['MnCO3', 'TiO2', 'Li2CO3']",Li1Ti0.5Mn1.5O4,0.5 Li2CO3 + 1.5 MnCO3 + 0.5 O2 + 0.5 TiO2 == 1 LiMn1.5Ti0.5O4 + 2 CO2,2014,['calcined'],[[800.0]],[[20.0]],,,800.0,20.0,10.1016/j.electacta.2014.04.008,True,2,"['Li2CO3', 'MnCO3', 'TiO2']"
"['TiO2', 'Nb2O5', 'Li2CO3']",Li1Ti0.5Nb0.6O3,0.5 Li2CO3 + 0.3 Nb2O5 + 0.5 TiO2 == 1 LiNb0.6Ti0.5O3 + 0.5 CO2,2007,"['preannealed', 'calcined', 'sintered', 'sintered']","[[700.0], [850.0], [1100.0], [920.0]]","[[], [8.0], [], []]",973.3333333333334,2.0,883.3333333333334,8.0,10.1016/j.jeurceramsoc.2006.04.174,True,4,"['Li2CO3', 'Nb2O5', 'TiO2']"
"['TiO2', 'LiF', 'Li2CO3']",Li2.08Ti1O3,1.04 Li2CO3 + 1 LiF + 1 TiO2 == 1 Li2.08TiO3+LiF + 1.04 CO2 + 0.02 O2,2014,['sintered'],[[950.0]],[[2.0]],950.0,2.0,,,10.1016/j.materresbull.2013.08.076,True,2,"['Li2CO3', 'LiF', 'TiO2']"
"['Nb2O5', 'MoO3', 'Li2CO3']",Li2.9Nb0.9Mo0.1O4,1.45 Li2CO3 + 0.1 MoO3 + 0.45 Nb2O5 == 1 Li2.9Nb0.9Mo0.1O4 + 1.45 CO2,2013,"['reacted', 'annealed']","[[900.0], [1050.0]]","[[24.0], [30.0]]",,,1050.0,30.0,10.1016/j.materresbull.2012.11.110,True,2,"['Li2CO3', 'MoO3', 'Nb2O5']"
"['TiO2', 'CaCO3', 'P2O5', 'Li2CO3']",Li2Ca1Ti1P2O7.94,1 CaCO3 + 1 Li2CO3 + 1 P2O5 + 1 TiO2 == 1 Li2O.24TiO2.39CaO.31P2O5 + 2 CO2 + 0.53 O2,2001,['annealed'],[[630.0]],[[1.0]],,,630.0,1.0,10.1016/s0022-3697(01)00017-8,True,2,"['CaCO3', 'Li2CO3', 'P2O5', 'TiO2']"
"['Sc2O3', 'VH4NO3', 'CaCO3', 'Li2CO3']",Li2Ca2ScV3O12,2 CaCO3 + 1 Li2CO3 + 3 NH4VO3 + 0.5 Sc2O3 == 1 Li2Ca2ScV3O12 + 3 CO2 + 1.5 H2O + 3 NH3,2013,['calcined'],[[800.0]],[[5.0]],,,800.0,5.0,10.1016/j.optmat.2013.06.008,True,2,"['CaCO3', 'Li2CO3', 'Sc2O3', 'VH4NO3']"
"['CaCO3', 'SiO2', 'Li2CO3']",Li2CaSiO4,1 CaCO3 + 1 Li2CO3 + 1 SiO2 == 1 Li2CaSiO4 + 2 CO2,2006,"['calcined', 'sintered']","[[1200.0], [900.0]]","[[6.0], [6.0]]",900.0,6.0,1050.0,6.0,10.1016/j.matlet.2006.01.100,True,4,"['CaCO3', 'Li2CO3', 'SiO2']"
"['CuO', 'Li2CO3']",Li2CuO2,1 CuO + 1 Li2CO3 == 1 Li2CuO2 + 1 CO2,2005,"['heated', 'maintained', 'annealed']","[[750.0], [], [800.0]]","[[], [24.0], [24.0]]",,,800.0,24.0,10.1021/cm0508266,True,2,"['CuO', 'Li2CO3']"
"['LiHO', 'CuO']",Li2CuO2,1 CuO + 2 LiOH·H2O == 1 Li2CuO2 + 3 H2O,1998,['calcined'],"[[700.0, 420.0]]",[[8.0]],699.85,,733.3333333333334,19.666666666666668,10.1016/s0167-2738(97)00485-2,True,3,"['CuO', 'LiHO']"
"['Fe(CO2)2', 'SiO2', 'Li2CO3']",Li2FeSiO4,1 FeC2O4·2H2O + 1 Li2CO3 + 0.5 O2 + 1 SiO2 == 1 Li2FeSiO4 + 3 CO2 + 2 H2O,2010,[],[],[],,,733.3333333333334,7.333333333333333,10.1016/j.ssi.2010.08.007,True,2,"['Fe(CO2)2', 'Li2CO3', 'SiO2']"
"['Ir', 'Li2CO3']",Li2IrO3,1 Ir + 1 Li2CO3 + 1 O2 == 1 Li2IrO3 + 1 CO2,2012,"['heated', 'held', 'annealing']","[[750.0], [], [1050.0, 750.0]]","[[], [12.0], []]",,,1050.0,,10.1039/c2jm16791c,True,1,"['Ir', 'Li2CO3']"
"['TiO2', 'MgO', 'CuO', 'Li2CO3']",Li2Mg0.8Ti3Cu0.2O8,0.2 CuO + 1 Li2CO3 + 0.8 MgO + 3 TiO2 == 1 Li2Cu0.2Mg0.8Ti3O8 + 1 CO2,2013,"['calcined', 'heated', 'sintered']","[[750.0], [550.0], [975.0]]","[[4.0], [4.0], [4.0]]",975.0,4.0,750.0,4.0,10.1016/j.ceramint.2013.02.095,True,4,"['CuO', 'Li2CO3', 'MgO', 'TiO2']"
"['WO3', 'MgO', 'Li2CO3']",Li2Mg2(WO4)3,1 Li2CO3 + 2 MgO + 3 WO3 == 1 Li2Mg2(WO4)3 + 1 CO2,2014,"['calcined', 'sintered']","[[750.0], [900.0]]","[[3.0], [3.0]]",900.0,3.0,875.0,3.0,10.1007/s10854-014-2079-8,True,4,"['Li2CO3', 'MgO', 'WO3']"
"['TiO2', 'MgO', 'Li2CO3']",Li2MgTiO4,1 Li2CO3 + 1 MgO + 1 TiO2 == 1 Li2MgTiO4 + 1 CO2,2006,"['calcined', 'calcined', 'sintered']","[[], [1200.0], [1300.0]]","[[], [], []]",1300.0,,1150.0,4.0,10.1016/j.solidstatesciences.2006.01.010,True,3,"['Li2CO3', 'MgO', 'TiO2']"
"['Li1Mn1.5Ni0.5O4', 'Li2CO3']",Li2Mn0.75Ni0.25O2.75,0.75 Li2CO3 + 0.5 LiNi0.5Mn1.5O4 == 1 Li2Ni0.25Mn0.75O2.75 + 0.75 CO2,2009,"['treated', 'calcination', 'calcination']","[[], [600.0], [900.0]]","[[], [15.0], [15.0]]",,,900.0,15.0,10.1039/b904098f,True,2,"['Li1Mn1.5Ni0.5O4', 'Li2CO3']"
"['Mn2O3', 'Li2CO3']",Li2MnO3,1 Li2CO3 + 0.5 Mn2O3 + 0.25 O2 == 1 Li2MnO3 + 1 CO2,2007,"['heating', 'reheating']","[[650.0], [850.0]]","[[12.0], [24.0]]",,,700.0,10.0,10.1021/cm702241a,True,2,"['Li2CO3', 'Mn2O3']"
"['MnCO3', 'Li2CO3']",Li2MnO3,1 Li2CO3 + 1 MnCO3 + 0.5 O2 == 1 Li2MnO3 + 2 CO2,1999,['calcining'],[[800.0]],[[]],583.3333333333334,14.0,655.5555555555555,11.166666666666666,10.1016/s0009-2614(99)00095-0,True,4,"['Li2CO3', 'MnCO3']"
"['Mn3O4', 'LiHO']",Li2MnO3,2 LiOH·H2O + 0.333 Mn3O4 + 0.333 O2 == 1 Li2MnO3 + 3 H2O,2007,['calcined'],[[900.0]],[[12.0]],,,900.0,12.0,10.1016/j.matchemphys.2006.12.008,True,2,"['LiHO', 'Mn3O4']"
"['MnCO3', 'LiHO']",Li2MnO3,2 LiOH·H2O + 1 MnCO3 + 0.5 O2 == 1 Li2MnO3 + 1 CO2 + 3 H2O,2013,['calcined'],[[600.0]],[[24.0]],450.0,40.0,587.4625,22.666666666666668,10.1016/j.electacta.2013.09.127,True,4,"['LiHO', 'MnCO3']"
"['MnHO2', 'LiHO']",Li2MnO3,2 LiOH·H2O + 1 MnOOH + 0.25 O2 == 1 Li2MnO3 + 3.5 H2O,2010,[],[],[],,,900.0,12.0,10.1016/j.ssi.2010.07.005,True,2,"['LiHO', 'MnHO2']"
"['MnO2', 'LiHO']",Li2MnO3,2 LiOH + 1 MnO2 == 1 Li2MnO3 + 1 H2O,2002,['heating'],"[[500.0, 465.0]]","[[48.0, 24.0]]",,,650.0,12.0,10.1021/cm0206385,True,2,"['LiHO', 'MnO2']"
"['MnCO3', 'SiO2', 'Li2CO3']",Li2MnSiO4,1 Li2CO3 + 1 MnCO3 + 1 SiO2 == 1 Li2MnSiO4 + 2 CO2,2014,[],[],[],,,600.0,2.0,10.1016/j.jssc.2014.04.028,True,2,"['Li2CO3', 'MnCO3', 'SiO2']"
"['MnCO3', 'SiO2', 'LiHO']",Li2MnSiO4,2 LiOH + 1 MnCO3 + 1 SiO2 == 1 Li2MnSiO4 + 1 CO2 + 1 H2O,2010,"['heated', 'calcined']","[[400.0], [900.0]]","[[4.0], [12.0]]",,,800.0,10.0,10.1016/j.jpowsour.2009.11.138,True,2,"['LiHO', 'MnCO3', 'SiO2']"
['Li2MoO4'],Li2MoO3,1 Li2MoO4 == 1 Li2MoO3 + 0.5 O2,1999,['heating'],[[]],[[]],700.0,,,,10.1016/s0378-7753(98)00227-4,True,1,['Li2MoO4']
"['MoO3', 'Li2CO3']",Li2MoO4,1 Li2CO3 + 1 MoO3 == 1 Li2MoO4 + 1 CO2,2010,[],[],[],616.6666666666666,5.0,600.0,2.0,10.1039/b908266b,True,4,"['Li2CO3', 'MoO3']"
"['NiO', 'Li2O']",Li2NiO2,1 Li2O + 1 NiO == 1 Li2NiO2,2004,"['calcination', 'heated']","[[400.0], [650.0]]","[[], [24.0]]",,,400.0,,10.1021/cm049922h,True,1,"['Li2O', 'NiO']"
"['PbO2', 'Li2CO3']",Li2PbO3,1 Li2CO3 + 1 PbO2 == 1 Li2PbO3 + 1 CO2,2004,['anneal'],[[1020.0]],[[24.0]],,,1020.0,24.0,10.1039/b315263d,True,2,"['Li2CO3', 'PbO2']"
"['RuO2', 'Li2CO3']",Li2RuO3,1 Li2CO3 + 1 RuO2 == 1 Li2RuO3 + 1 CO2,2005,['sintered'],[[950.0]],[[24.0]],975.0,24.0,837.5,8.5,10.1149/1.2013147,True,4,"['Li2CO3', 'RuO2']"
"['SiO2', 'Li2CO3']",Li2Si,1 Li2CO3 + 2 SiO2 == 1 Li2O-2SiO2 + 1 CO2,2007,[],[],[],,,415.0,6.5,10.1111/j.1551-2916.2006.01478.x,True,2,"['Li2CO3', 'SiO2']"
"['SiO2', 'Li2CO3']",Li2Si2O5,1 Li2CO3 + 2 SiO2 == 1 Li2Si2O5 + 1 CO2,2011,['annealed'],[[450.0]],[[]],,,710.0,4.0,10.1021/cg200004y,True,2,"['Li2CO3', 'SiO2']"
"['SiO2', 'Li2CO3']",Li2SiO3,1 Li2CO3 + 1 SiO2 == 1 Li2SiO3 + 1 CO2,2000,"['calcined', 'sintered']","[[949.85], [1149.85]]","[[8.0], [8.0]]",1024.925,3.5,749.9625,5.0,10.1016/s0022-3115(00)00364-0,True,4,"['Li2CO3', 'SiO2']"
"['LiCO3', 'SiO2']",Li2SiO3,2 LiCO3 + 1 SiO2 == 1 Li2SiO3 + 2 CO2 + 0.5 O2,2014,['calcined'],[[900.0]],[[4.0]],,,900.0,4.0,10.1016/j.cej.2014.04.031,True,2,"['LiCO3', 'SiO2']"
"['SnO2', 'Li2CO3']",Li2SnO3,1 Li2CO3 + 1 SnO2 == 1 Li2SnO3 + 1 CO2,1998,"['calcined', 'sintered']","[[949.85], [1149.85]]","[[8.0], [8.0]]",1131.175,6.25,949.9,5.333333333333333,10.1016/s0022-3115(98)00102-0,True,4,"['Li2CO3', 'SnO2']"
"['TeO2', 'Li2CO3']",Li2TeO3,1 Li2CO3 + 1 TeO2 == 1 Li2TeO3 + 1 CO2,1999,[],[],[],,,,5.0,10.1016/s0022-3093(98)00811-4,True,1,"['Li2CO3', 'TeO2']"
"['TeO2', 'Li2CO3']",Li2TeO4,"1 Li2CO3 + 0.5 O2 + 1 TeO2 == 1 Li2TeO4 + 1 CO2 ; target Li2TeO4 with additives Pr3+, Yb3+ via Pr6O11, Yb2O3",2011,['calcined'],[[650.0]],[[6.0]],,,650.0,6.0,10.1016/j.mseb.2011.09.020,True,2,"['Li2CO3', 'TeO2']"
"['TiO2', 'Co2O3', 'Li2CO3']",Li2Ti3CoO8,0.5 Co2O3 + 1 Li2CO3 + 3 TiO2 == 1 Li2CoTi3O8 + 1 CO2 + 0.25 O2,2012,"['calcined', 'sintered']","[[900.0], [950.0]]","[[4.0], [2.0]]",950.0,2.0,900.0,4.0,10.1007/s10854-011-0421-y,True,4,"['Co2O3', 'Li2CO3', 'TiO2']"
"['TiO2', 'Li2CO3']",Li2Ti3O7,1 Li2CO3 + 3 TiO2 == 1 Li2Ti3O7 + 1 CO2,2006,"['preheated', 'heated']","[[750.0], [1100.0]]","[[], [48.0]]",,,1010.0,14.0,10.1039/b512740h,True,2,"['Li2CO3', 'TiO2']"
"['TiO2', 'LiNO3']",Li2Ti3O7,2 LiNO3 + 3 TiO2 + 2 [OH-] == 1 Li2Ti3O7 + 1 H2O + 2 [NO3-],2013,"['annealed', 'heated']","[[1150.0], [300.0]]","[[20.0], [10.0]]",,,1150.0,20.0,10.1016/j.jssc.2013.07.003,True,2,"['LiNO3', 'TiO2']"
"['TiO2', 'ZnO', 'CuO', 'Li2CO3']",Li2Ti3Zn0.9Cu0.1O8,0.1 CuO + 1 Li2CO3 + 3 TiO2 + 0.9 ZnO == 1 Li2Cu0.1Zn0.9Ti3O8 + 1 CO2,2012,"['calcined', 'heated', 'sintered']","[[850.0], [600.0], [975.0]]","[[4.0], [4.0], [2.0]]",975.0,2.0,850.0,4.0,10.1016/j.matlet.2012.04.120,True,4,"['CuO', 'Li2CO3', 'TiO2', 'ZnO']"
"['TiO2', 'ZnCO3', 'Li2CO3']",Li2Ti3ZnO8,1 Li2CO3 + 3 TiO2 + 1 ZnCO3 == 1 Li2ZnTi3O8 + 2 CO2,2013,"['calcined', 'baked']","[[900.0], [925.0, 825.0]]","[[4.0], [4.0]]",,,900.0,4.0,10.1007/s10854-013-1247-6,True,2,"['Li2CO3', 'TiO2', 'ZnCO3']"
"['TiO2', 'ZnO', 'Li2CO3']",Li2Ti3ZnO8,1 Li2CO3 + 3 TiO2 + 1 ZnO == 1 Li2ZnTi3O8 + 1 CO2,2012,['calcined'],[[]],[[4.0]],1020.0,3.1666666666666665,790.0,5.0,10.1007/s10854-012-0653-5,True,4,"['Li2CO3', 'TiO2', 'ZnO']"
"['TiO2', 'ZnO', 'Li2CO3']",Li2Ti4Zn3O12,1 Li2CO3 + 4 TiO2 + 3 ZnO == 1 Li2Zn3Ti4O12 + 1 CO2,2014,['heated'],[[900.0]],[[8.0]],,,900.0,8.0,10.1007/s10854-013-1594-3,True,2,"['Li2CO3', 'TiO2', 'ZnO']"
"['TiO2', 'LiF', 'Li2CO3']",Li2TiO3,1 Li2CO3 + 1 LiF + 1 TiO2 == 1 Li2TiO3+LiF + 1 CO2,2014,['sintered'],[[950.0]],[[2.0]],950.0,2.0,,,10.1016/j.materresbull.2013.08.076,True,2,"['Li2CO3', 'LiF', 'TiO2']"
"['TiO2', 'Li2CO3']",Li2TiO3,1 Li2CO3 + 1 TiO2 == 1 Li2TiO3 + 1 CO2,1998,['calcined'],[[1000.0]],[[3.0]],968.3966666666668,5.2727272727272725,800.7185185185185,8.11111111111111,10.1016/s0022-3115(97)00313-9,True,4,"['Li2CO3', 'TiO2']"
"['LiHO', 'TiH2O3']",Li2TiO3,1 H2TiO3 + 2 LiOH·H2O == 1 Li2TiO3 + 4 H2O,2011,"['calcined', 'sintered']","[[499.85], [1199.85]]","[[1.0], [1.0]]",1066.5666666666666,1.3333333333333333,599.85,3.6666666666666665,10.1016/j.fusengdes.2011.01.065,True,4,"['LiHO', 'TiH2O3']"
"['TiO2', 'LiHO']",Li2TiO3,2 LiOH·H2O + 1 TiO2 == 1 Li2TiO3 + 3 H2O,2004,['annealing'],[[800.0]],[[12.0]],,,733.3333333333334,10.333333333333334,10.1149/1.1819790,True,2,"['LiHO', 'TiO2']"
"['ZnO', 'SiO2', 'Li2CO3']",Li2ZnSiO4,1 Li2CO3 + 1 SiO2 + 1 ZnO == 1 Li2ZnSiO4 + 1 CO2,2013,['calcined'],[[1000.0]],[[3.0]],,,1050.0,2.5,10.1007/s10854-012-0982-4,True,2,"['Li2CO3', 'SiO2', 'ZnO']"
"['ZrO2', 'Li2CO3']",Li2ZrO3,1 Li2CO3 + 1 ZrO2 == 1 Li2ZrO3 + 1 CO2,1998,"['calcined', 'sintered']","[[949.85], [1149.85]]","[[8.0], [8.0]]",1074.85,6.5,857.0571428571428,9.714285714285714,10.1016/s0022-3115(98)00102-0,True,4,"['Li2CO3', 'ZrO2']"
"['V2O5', 'SiO2', 'Li2CO3']",Li3.4V0.6Si0.4O4,1.7 Li2CO3 + 0.4 SiO2 + 0.3 V2O5 == 1 Li3.4V0.6Si0.4O4 + 1.7 CO2,2004,"['sintered', 'sintered', 'post-annealed']","[[1100.0], [900.0], [600.0]]","[[4.0], [], [1.0]]",900.0,4.0,600.0,1.0,10.1016/j.elecom.2004.02.010,True,4,"['Li2CO3', 'SiO2', 'V2O5']"
"['LiF', 'CaCO3', 'SiO2', 'Li2CO3']",Li3.55Ca5.45Si3O12.45F1.55,5.45 CaCO3 + 1 Li2CO3 + 1.55 LiF + 3 SiO2 == 1 Ca5.45Li3.55(SiO4)3O0.45F1.55 + 6.45 CO2 ; target Ca5.45Li3.55(SiO4)3O0.45F1.55 with additives Ce3+ via CeO2,2012,"['calcined', 'heated', 'kept']","[[1050.0], [1050.0], []]","[[], [], []]",,,1050.0,,10.1039/c2jm34146h,True,1,"['CaCO3', 'Li2CO3', 'LiF', 'SiO2']"
"['TiO2', 'Cu2O', 'Li2CO3']",Li3.9Ti5Cu0.1O12,0.05 Cu2O + 1.95 Li2CO3 + 5 TiO2 == 1 Li3.9Cu0.1Ti5O12 + 1.95 CO2,2014,['calcined'],[[800.0]],[[4.0]],,,800.0,4.0,10.1016/j.electacta.2014.07.122,True,2,"['Cu2O', 'Li2CO3', 'TiO2']"
"['PH6NO4', 'Fe2O3', 'Li2CO3']",Li3Fe2(PO4)3,1 Fe2O3 + 1.5 Li2CO3 + 3 NH4H2PO4 == 1 Li3Fe2(PO4)3 + 1.5 CO2 + 4.5 H2O + 3 NH3,2001,[],[],[],930.0,24.0,,,10.1021/cm011054q,True,2,"['Fe2O3', 'Li2CO3', 'PH6NO4']"
"['PH6NO4', 'LiHO', 'Fe2O3']",Li3Fe2(PO4)3,1 Fe2O3 + 3 LiOH + 3 NH4H2PO4 == 1 Li3Fe2(PO4)3 + 6 H2O + 3 NH3,2010,"['heated', 'fired', 'holding', 'sintered']","[[250.0], [], [], [930.0]]","[[], [], [], [24.0]]",930.0,24.0,,,10.1021/cm901402u,True,2,"['Fe2O3', 'LiHO', 'PH6NO4']"
"['Nb2O5', 'Li2CO3']",Li3NbO4,1.5 Li2CO3 + 0.5 Nb2O5 == 1 Li3NbO4 + 1.5 CO2,2007,['calcined'],[[950.0]],[[]],970.0,2.0,800.0,9.0,10.1016/j.jssc.2007.05.020,True,4,"['Li2CO3', 'Nb2O5']"
"['WO3', 'Nd2O3', 'Li2CO3']",Li3Nd3(WO6)2,1.5 Li2CO3 + 1.5 Nd2O3 + 2 WO3 == 1 Li3Nd3W2O12 + 1.5 CO2,2014,"['re-heated', 'sintered']","[[880.0], [600.0]]","[[], [2.0]]",780.0,25.0,750.0,24.0,10.1002/aenm.201301715,True,4,"['Li2CO3', 'Nd2O3', 'WO3']"
"['PH6NO4', 'Li2CO3']",Li3PO4,1.5 Li2CO3 + 1 NH4H2PO4 == 1 Li3PO4 + 1.5 CO2 + 1.5 H2O + 1 NH3,2003,['calcination'],[[800.0]],[[48.0]],,,800.0,48.0,10.1016/s0921-5107(02)00574-3,True,2,"['Li2CO3', 'PH6NO4']"
"['Sb2O3', 'LiNO3']",Li3SbO4,3 LiNO3 + 0.5 O2 + 0.5 Sb2O3 + 3 [OH-] == 1 Li3SbO4 + 1.5 H2O + 3 [NO3-],2011,['calcined'],[[800.0]],[[24.0]],,,800.0,24.0,10.1016/j.matlet.2011.01.013,True,2,"['LiNO3', 'Sb2O3']"
"['Ta2O5', 'Li2CO3']",Li3TaO4,1.5 Li2CO3 + 0.5 Ta2O5 == 1 Li3TaO4 + 1.5 CO2,2010,['calcinated'],"[[1000.0, 800.0, 700.0]]","[[20.0, 100.0, 20.0]]",,,1000.0,20.0,10.1016/j.jnucmat.2009.11.017,True,2,"['Li2CO3', 'Ta2O5']"
"['V2O5', 'Li3PO4', 'Li2CO3']",Li3V0.4P0.6O4,0.6 Li2CO3 + 0.6 Li3PO4 + 0.2 V2O5 == 1 Li3V0.4P0.6O4 + 0.6 CO2,2009,['sintered'],[[800.0]],[[4.0]],800.0,4.0,,,10.1016/j.ssi.2008.09.010,True,2,"['Li2CO3', 'Li3PO4', 'V2O5']"
"['VH4NO3', 'PH6NO4', 'Li2CO3']",Li3V2(PO4)3,1.5 Li2CO3 + 3 NH4H2PO4 + 2 NH4VO3 == 1 Li3V2(PO4)3 + 1.5 CO2 + 5.5 H2O + 5 NH3 + 1 O2,2012,"['calcined', 'heated', 'sintered']","[[350.0], [], [700.0]]","[[6.0], [], [10.0]]",700.0,10.0,350.0,6.0,10.1149/2.001210jes,True,4,"['Li2CO3', 'PH6NO4', 'VH4NO3']"
"['LiP(HO2)2', 'V2O5']",Li3V2(PO4)3,3 LiH2PO4 + 1 V2O5 == 1 Li3V2(PO4)3 + 3 H2O + 1 O2,2010,['calcined'],[[850.0]],[[8.0]],750.0,10.0,850.0,8.0,10.1016/j.electacta.2010.05.077,True,4,"['LiP(HO2)2', 'V2O5']"
"['V2O5', 'Li2CO3']",Li3VO4,1.5 Li2CO3 + 0.5 V2O5 == 1 Li3VO4 + 1.5 CO2,2009,['sintered'],[[800.0]],[[4.0]],716.6666666666666,4.666666666666667,733.3333333333334,12.666666666666666,10.1016/j.ssi.2008.09.010,True,4,"['Li2CO3', 'V2O5']"
"['Sb2O5', 'Fe2O3', 'Li2CO3']",Li4FeSbO6,0.5 Fe2O3 + 2 Li2CO3 + 0.5 Sb2O5·2.74H2O == 1 Li4FeSbO6 + 2 CO2 + 1.37 H2O,2013,['calcined'],"[[1046.85, 796.85, 746.85]]",[[]],,,1046.85,,10.1039/c2dt31938a,True,1,"['Fe2O3', 'Li2CO3', 'Sb2O5']"
"['SiH2O3', 'Li2CO3']",Li4SiO4,1 H2SiO3 + 2 Li2CO3 == 1 Li4SiO4 + 2 CO2 + 1 H2O,2011,"['heat', 'treated']","[[], [850.0]]","[[], [6.0]]",,,800.0,,10.1016/j.tca.2010.12.025,True,1,"['Li2CO3', 'SiH2O3']"
"['SiO2', 'Li2CO3']",Li4SiO4,2 Li2CO3 + 1 SiO2 == 1 Li4SiO4 + 2 CO2,2000,"['calcined', 'sintered']","[[949.85], [1149.85]]","[[8.0], [8.0]]",956.6166666666668,8.666666666666666,823.0538461538462,8.23076923076923,10.1016/s0022-3115(00)00364-0,True,4,"['Li2CO3', 'SiO2']"
"['LiCO3', 'SiO2']",Li4SiO4,4 LiCO3 + 1 SiO2 == 1 Li4SiO4 + 4 CO2 + 1 O2,2014,['calcined'],[[900.0]],[[4.0]],,,900.0,4.0,10.1016/j.cej.2014.04.031,True,2,"['LiCO3', 'SiO2']"
"['SiO2', 'LiHO']",Li4SiO4,4 LiOH + 1 SiO2 == 1 Li4SiO4 + 2 H2O,2013,"['heated', 'calcined']","[[70.0], [700.0]]","[[], [4.0]]",,,700.0,4.0,10.1016/j.tca.2012.11.018,True,2,"['LiHO', 'SiO2']"
"['SiO2', 'LiNO3']",Li4SiO4,4 LiNO3 + 1 SiO2 + 4 [OH-] == 1 Li4SiO4 + 2 H2O + 4 [NO3-],2012,['calcined'],[[800.0]],[[4.0]],,,800.0,4.0,10.1016/j.fuproc.2012.05.009,True,2,"['LiNO3', 'SiO2']"
"['TiO2', 'Cr2O3', 'V2O5', 'Li2CO3']",Li4Ti4.92V0.04Cr0.04O12,0.02 Cr2O3 + 2 Li2CO3 + 4.92 TiO2 + 0.02 V2O5 == 1 Li4Ti4.92(CrV)0.04O12 + 2 CO2,2012,"['annealed', 'annealed']","[[], []]","[[], [20.0]]",,,,20.0,10.1016/j.solidstatesciences.2011.10.018,True,1,"['Cr2O3', 'Li2CO3', 'TiO2', 'V2O5']"
"['TiCO2', 'Li2CO3']",Li4Ti5CO12,2 Li2CO3 + 4 O2 + 5 TiO2C == 1 Li4Ti5O12C + 6 CO2,2011,['calcined'],[[700.0]],[[5.0]],,,700.0,5.0,10.1021/jp111353e,True,2,"['Li2CO3', 'TiCO2']"
"['TiO2', 'LiH3(CO)2']",Li4Ti5CO12,4 CH3COOLi·2H2O + 5 TiO2 + 3.5 [OH-] == 1 Li4Ti5O12C + 10.5 H2O + 3.5 [CH3COO-],2014,['sintered'],[[]],[[10.0]],,10.0,,,10.1016/j.jelechem.2014.03.008,True,1,"['LiH3(CO)2', 'TiO2']"
"['TiO2', 'Li2CO3']",Li4Ti5O12,2 Li2CO3 + 5 TiO2 == 1 Li4Ti5O12 + 2 CO2,2004,['treated'],[[]],[[12.0]],807.6923076923077,16.416666666666668,796.25,11.666666666666666,10.1149/1.1758721,True,4,"['Li2CO3', 'TiO2']"
"['TiO2', 'LiH3(CO)2']",Li4Ti5O12,4 CH3COOLi·2H2O + 5 TiO2 + 4 [OH-] == 1 Li4Ti5O12 + 10 H2O + 4 [CH3COO-],2010,"['treated', 'calcined']","[[80.0], [800.0]]","[[12.0], [10.0]]",,,700.0,10.0,10.1016/j.ssi.2010.02.030,True,2,"['LiH3(CO)2', 'TiO2']"
"['TiO2', 'LiHO']",Li4Ti5O12,4 LiOH·H2O + 5 TiO2 == 1 Li4Ti5O12 + 6 H2O,2005,['annealing'],[[800.0]],[[16.0]],1000.0,,781.25,11.714285714285714,10.1149/1.2006509,True,3,"['LiHO', 'TiO2']"
"['Al2O3', 'Li2CO3']",Li5AlO4,0.5 Al2O3 + 2.5 Li2CO3 == 1 Li5AlO4 + 2.5 CO2,2008,"['heated', 'heated']","[[626.85], [876.85]]","[[50.0], [48.0]]",900.0,1.0,,,10.1016/j.jssc.2008.03.003,True,2,"['Al2O3', 'Li2CO3']"
"['La2O3', 'Nb2O5', 'LiHO']",Li5La3Nb2O12,1.5 La2O3 + 5 LiOH·H2O + 1 Nb2O5 == 1 Li5La3Nb2O12 + 7.5 H2O,2007,"['annealed', 'annealing']","[[700.0], [900.0, 850.0]]","[[], []]",,,900.0,,10.1039/b703179c,True,1,"['La2O3', 'LiHO', 'Nb2O5']"
"['La2O3', 'Nb2O5', 'LiNO3']",Li5La3Nb2O12,1.5 La2O3 + 5 LiNO3 + 1 Nb2O5 + 5 [OH-] == 1 Li5La3Nb2O12 + 2.5 H2O + 5 [NO3-],2013,"['heated', 'calcined']","[[700.0], [950.0]]","[[6.0], [24.0]]",,,950.0,24.0,10.1039/c3ta13005c,True,2,"['La2O3', 'LiNO3', 'Nb2O5']"
