precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count
"['La2O3', 'SrCO3', 'MnO2']",Sr2.04La0.96Mn2O7,0.48 La2O3 + 2 MnO2 + 2.04 SrCO3 == 1 La0.96Sr2.04Mn2O7 + 2.04 CO2 + 0.24 O2,2013,[],[],[],1400.0,,,,10.1103/physrevb.88.075134,True,1
"['Mn2O3', 'Ho2O3', 'Dy2O3']",Dy0.1Ho0.9Mn1O3,0.05 Dy2O3 + 0.45 Ho2O3 + 0.5 Mn2O3 == 1 Ho0.9Dy0.1MnO3,2012,['calcinated'],[[1350.0]],[[12.0]],,,1350.0,12.0,10.1063/1.4733367,True,2
"['TiO2', 'Nd2O3', 'Nb2O5', 'BaCO3']",Ba5NdTi3Nb7O30,5 BaCO3 + 3.5 Nb2O5 + 0.5 Nd2O3 + 3 TiO2 == 1 Ba5NdTi3Nb7O30 + 5 CO2,2002,['calcined'],[[1000.0]],[[24.0]],,,1000.0,24.0,10.1016/s0022-3697(01)00132-9,True,2
"['TiO2', 'SrCO3', 'Pr(NO3)3']",Sr2.91Pr0.06Ti2O7,0.06 Pr(NO3)3·6H2O + 2.91 SrCO3 + 2 TiO2 + 0.18 [OH-] == 1 Sr2.91Pr0.06Ti2O7 + 2.91 CO2 + 0.45 H2O + 0.18 [NO3-],2017,"['pre-fired', 'calcined']","[[800.0], [1300.0]]","[[2.0], [5.0]]",,,1300.0,5.0,10.1016/j.snb.2016.11.143,True,2
"['Nb2O5', 'Co3O4']",Nb2CoO6,0.333 Co3O4 + 1 Nb2O5 == 1 CoNb2O6 + 0.167 O2,2011,['treated'],[[]],[[30.0]],,,800.0,2.0,10.1103/physrevb.83.174412,True,2
"['BHO2', 'CuO', 'Ba(HO)2']",BaCuB2O5,1 Ba(OH)2·8H2O + 1 CuO + 2 HBO2 == 1 BaCu(B2O5) + 10 H2O,2019,['calcined'],[[800.0]],[[3.0]],,,800.0,3.0,10.1016/j.jeurceramsoc.2018.11.028,True,2
"['MnCO3', 'NiO', 'Fe2O3']",Mn0.1Fe1.9Ni1O4,0.95 Fe2O3 + 0.1 MnCO3 + 1 NiO + 0.025 O2 == 1 NiFe1.9Mn0.1O4 + 0.1 CO2,2006,"['calcined', 'calcined', 'annealing', 'aging']","[[750.0], [1000.0], [800.0], [400.0, 300.0]]","[[2.0], [5.0], [10.0], [15.0]]",,,800.0,10.0,10.1111/j.1744-7402.2006.02099.x,True,2
"['Co2O3', 'Nd2O3', 'MnO2']",Nd2MnCoO6,0.5 Co2O3 + 1 MnO2 + 1 Nd2O3 == 1 Nd2CoMnO6 + 0.25 O2,2014,"['calcined', 'calcined']","[[1149.85], []]","[[3.0], []]",1349.85,3.0,1149.85,3.0,10.1016/j.jmmm.2014.07.017,True,4
"['Nb2O5', 'SrCO3', 'BaCO3', 'TiO2', 'Na2CO3']",Ba0.837Na0.07Sr0.093Ti0.93Nb0.07O3,0.837 BaCO3 + 0.035 Na2CO3 + 0.035 Nb2O5 + 0.093 SrCO3 + 0.93 TiO2 == 1 Ba0.837Sr0.093Na0.07Ti0.93Nb0.07O3 + 0.965 CO2,2017,"['calcined', 'sintered']","[[1000.0], [1350.0]]","[[6.0], [3.0]]",1350.0,3.0,1000.0,6.0,10.1007/s00339-017-0920-7,True,4
"['La2O3', 'SrCO3', 'SiO2']",Sr1La9Si6O26.5,4.5 La2O3 + 6 SiO2 + 1 SrCO3 == 1 La9Sr1Si6O26.5 + 1 CO2,2007,['treatment'],[[1000.0]],[[10.0]],1575.0,2.0,1400.0,2.6666666666666665,10.1016/j.ssi.2007.07.009,True,4
"['Al2O3', 'La(HO)3', 'ZrO2', 'Li2CO3']",Li6.25La3Zr2Al0.25O12,0.125 Al2O3 + 3 La(OH)3 + 3.125 Li2CO3 + 2 ZrO2 == 1 Li6.25Al0.25La3Zr2O12 + 3.125 CO2 + 4.5 H2O,2017,"['calcined', 'calcined']","[[1000.0], []]","[[4.0], []]",1230.0,4.0,1000.0,4.0,10.1039/c7ta03162a,True,4
"['Al2O3', 'La2O3', 'ZrO2', 'Li2CO3']",Li6.25La3Zr2Al0.25O12,0.125 Al2O3 + 1.5 La2O3 + 3.125 Li2CO3 + 2 ZrO2 == 1 Li6.25La3Zr2Al0.25O12 + 3.125 CO2,2018,['heated'],"[[900.0, 650.0]]","[[6.0, 2.0]]",,,1000.0,,10.1016/j.jpowsour.2018.05.028,True,1
"['LiFePO4', 'C']",LiFePCO4,1 C + 1 LiFePO4 == 1 LiFePO4C,2012,"['sintering', 'sintered', 'annealing']","[[], [399.85], [499.85]]","[[], [6.0], [6.0]]",399.85,6.0,499.85,6.0,10.1021/jp304221z,True,4
['FeSO4'],FeSO4,1 FeSO4·H2O == 1 FeSO4 + 1 H2O,2012,"['dehydrating', 'annealed']","[[280.0], []]","[[], []]",,,390.0,1.0,10.1021/cm302428w,True,2
"['Bi2O3', 'Co3O4', 'BaCO3']",Ba2Co2Bi2O,2 BaCO3 + 1 Bi2O3 + 0.667 Co3O4 == 1 Bi2Ba2Co2O + 2 CO2 + 3.333 O2,2017,"['heated', 'maintained', 'sintered']","[[759.85], [], [879.85]]","[[], [20.0], [20.0]]",879.85,20.0,,,10.1016/j.ceramint.2017.01.113,True,2
"['AlO', 'Y2O3']",Y3Al5O12,2.5 Al2O2 + 1.25 O2 + 1.5 Y2O3 == 1 Y3Al5O12,2002,['calcined'],[[]],[[2.0]],,,,2.0,10.1016/s0167-577x(02)00480-9,True,1
"['MnO2', 'NiO', 'Co3O4', 'LiHO']",Li1Mn0.2Co0.2Ni0.6O2,0.067 Co3O4 + 1 LiOH + 0.2 MnO2 + 0.6 NiO + 0.117 O2 == 1 LiNi0.6Mn0.2Co0.2O2 + 0.5 H2O,2016,"['precalcined', 'calcination']","[[600.0], [900.0]]","[[10.0], [10.0]]",,,900.0,10.0,10.1016/j.jpowsour.2016.09.081,True,2
"['TiO2', 'HfO2', 'BaCO3']",Ba1Hf0.23Ti0.77O3,1 BaCO3 + 0.23 HfO2 + 0.77 TiO2 == 1 Ba(Ti0.77Hf0.23)O3 + 1 CO2,2007,"['preheated', 'calcined', 'sintered']","[[150.0], [1100.0], [1250.0]]","[[6.0], [6.0], [12.0]]",1250.0,12.0,1100.0,6.0,10.1016/j.solidstatesciences.2007.07.023,True,4
"['MoS2', 'Mo']",Mo3S4,2 Mo + 4 MoS2 == 1 Mo6S8,2016,['heated'],[[900.0]],[[24.0]],,,490.0,2.0,10.1039/c6ta00451b,True,2
"['Mg(HO)2', 'Al(HO)3', 'La2O3', 'Eu2O3']",La0.8Eu0.2Mg1Al11O19,11 Al(OH)3 + 0.1 Eu2O3 + 0.4 La2O3 + 1 Mg(OH)2 == 1 Eu0.2La0.8MgAl11O19 + 17.5 H2O,2014,"['heating', 'calcined']","[[1100.0], [1600.0]]","[[1.0], [4.0]]",,,1600.0,4.0,10.1021/ic500412r,True,2
"['SiO2', 'La(NO3)3']",La9.667Si6O26.5,9.667 La(NO3)3·6H2O + 6 SiO2 + 29.001 [OH-] == 1 La9.667Si6O26.5 + 72.502 H2O + 29.001 [NO3-],2016,"['treatment', 'calcination', 'sintered']","[[500.0], [1400.0], [1700.0]]","[[2.0], [10.0], [20.0]]",1700.0,20.0,1400.0,10.0,10.1016/j.ssi.2016.03.004,True,4
"['MnO2', 'Nb2O5', 'CaCO3']",Ca1Mn0.98Nb0.02O3,1 CaCO3 + 0.98 MnO2 + 0.01 Nb2O5 == 1 CaMn0.98Nb0.02O3 + 1 CO2 + 0.005 O2,2017,['calcined'],"[[900.0, 1000.0]]","[[6.0, 2.0]]",,,900.0,6.0,10.1016/j.matlet.2017.01.107,True,2
"['TiO2', 'Al2O3']",Ti0.975Al0.025O2,0.012 Al2O3 + 0.006 O2 + 0.975 TiO2 == 1 Al0.025Ti0.975O2,2019,['sintered'],[[1500.0]],[[5.0]],1500.0,5.0,,,10.1016/j.materresbull.2019.04.026,True,2
"['ZrO2', 'SrCO3', 'Y2O3']",Sr1Y0.078Zr0.922O3,0.02 O2 + 1 SrCO3 + 0.039 Y2O3 + 0.922 ZrO2 == 1 SrZr0.922Y0.078O3 + 1 CO2,2019,"['calcined', 'sintered']","[[1250.0], []]","[[10.0], [10.0]]",,10.0,1250.0,10.0,10.1016/j.ssi.2019.01.009,True,3
"['Cu2O', 'Ta2O5']",Ta11(CuO6)5,2.5 Cu2O + 5.5 Ta2O5 == 1 Cu5Ta11O30,2012,"['heated', 'annealing', 'oxidized', 'oxidized']","[[700.0, 900.0], [500.0], [550.0], [550.0]]","[[24.0], [3.0], [3.0], []]",,,500.0,3.0,10.1021/jp300267v,True,2
"['Cr2O3', 'La2O3', 'CaCO3']",Ca0.2La0.8Cr1O3,0.2 CaCO3 + 0.5 Cr2O3 + 0.4 La2O3 + 0.05 O2 == 1 La0.8Ca0.2CrO3 + 0.2 CO2,2016,"['sintered', 'sintering']","[[1200.0], [1450.0]]","[[24.0], []]",1450.0,24.0,,,10.1016/j.inoche.2016.01.013,True,2
"['GeO2', 'ZnO']",Zn2GeO4,1 GeO2 + 2 ZnO == 1 Zn2GeO4,2004,"['calcined', 'sintered', 'sintered']","[[1000.0], [1250.0], []]","[[8.0], [36.0], []]",1189.3166666666666,9.25,1140.0,6.0,10.1149/1.1767159,True,4
"['Sm2O3', 'Fe2O3', 'Bi2O3']",Sm0.18Fe1Bi0.82O3,0.41 Bi2O3 + 0.5 Fe2O3 + 0.09 Sm2O3 == 1 Bi0.82Sm0.18FeO3,2018,"['sintered', 'calcined', 'annealed']","[[800.0], [950.0], [700.0]]","[[], [], [15.0]]",800.0,,700.0,15.0,10.1016/j.jeurceramsoc.2017.12.016,True,3
"['CaO', 'Fe2O3']",Ca2Fe2O5,2 CaO + 1 Fe2O3 == 1 Ca2Fe2O5,1999,"['sintered', 'sintered', 'annealed']","[[1000.0], [1200.0], [950.0]]","[[24.0], [], [12.0]]",1200.0,24.0,950.0,12.0,10.1016/s0025-5408(99)00007-0,True,4
"['TiO2', 'La2O3', 'Ta2O5', 'BaCO3']",Ba5LaTa7Ti3O30,5 BaCO3 + 0.5 La2O3 + 3.5 Ta2O5 + 3 TiO2 == 1 Ba5LaTi3Ta7O30 + 5 CO2,2003,"['calcined', 'sintered']","[[1260.0], [1425.0]]","[[3.0], [3.0]]",1512.5,3.0,1255.0,3.0,10.1016/s0955-2219(02)00372-2,True,4
"['MnO2', 'Bi2O3', 'BaCO3', 'TiO2', 'Na2CO3']",Ba0.075Na0.4625Ti0.995Mn0.005Bi0.4625O3,0.075 BaCO3 + 0.232 Bi2O3 + 0.005 MnO2 + 0.232 Na2CO3 + 0.995 TiO2 == 1 (Bi0.5Na0.5)0.925Ba0.075(Ti0.995Mn0.005)O3 + 0.306 CO2,2014,['calcined'],[[900.0]],[[2.0]],,,900.0,2.0,10.1063/1.4898322,True,2
"['Fe2O', 'Li2O', 'ZnO']",Li0.35Zn0.3Fe2.35O4,1.175 Fe2O + 0.175 Li2O + 1.175 O2 + 0.3 ZnO == 1 (Li0.5Fe0.5)0.7Zn0.3Fe2O4,2004,"['calcined', 'sintered', 'calcining', 'etched']","[[800.0], [1050.0], [], [1060.0]]","[[6.0], [15.0], [], [2.0]]",1050.0,15.0,800.0,6.0,10.1016/s0304-8853(03)00617-6,True,4
"['Nb2O5', 'CaCO3', 'BaCO3']",Ba3Ca1.18Nb1.82O8.73,3 BaCO3 + 1.18 CaCO3 + 0.91 Nb2O5 == 1 Ba3Ca1.18Nb1.82O8.73 + 4.18 CO2,2008,"['heating', 'heated', 'hold']","[[900.0], [900.0], [350.0]]","[[20.0], [], []]",1499.925,24.0,1000.0,20.0,10.1016/j.ssi.2008.01.064,True,4
"['SnO2', 'La2O3', 'CaCO3', 'Nb2O5']",CaLaNbSnO7,1 CaCO3 + 0.5 La2O3 + 0.5 Nb2O5 + 1 SnO2 == 1 CaLaSnNbO7 + 1 CO2 ; target CaLaSnNbO7 with additives 0.15Eu3+ via Eu2O3,2012,"['calcined', 'calcined']","[[1500.0], [1400.0]]","[[6.0], []]",,,1400.0,6.0,10.1007/s10854-012-0636-6,True,2
"['TiO2', 'MgCO3']",MgTiO3,1 MgCO3 + 1 TiO2 == 1 MgTiO3 + 1 CO2,2002,[],[],[],,,1150.0,3.0,10.1016/s0167-577x(01)00525-0,True,2
"['SrTiO3', 'TiO2', 'BaCO3']",Ba0.5Sr0.5Ti1O3,0.5 BaCO3 + 0.5 SrTiO3 + 0.5 TiO2 == 1 Ba0.5Sr0.5TiO3 + 0.5 CO2,2011,['calcined'],[[1200.0]],[[5.0]],,,1200.0,5.0,10.1016/j.jlumin.2011.05.053,True,2
"['Pr2O3', 'ZrO2', 'CuO']",Pr2ZrCuO6,1 CuO + 1 Pr2O3 + 1 ZrO2 == 1 Pr2CuZrO6,2016,"['calcined', 'brought', 'sintered']","[[1100.0], [25.0], [1150.0]]","[[10.0], [], [5.0]]",1150.0,5.0,1100.0,10.0,10.1007/s10854-015-4232-4,True,4
"['ZnO', 'CaCO3', 'SiO2', 'BaCO3']",Ba2CaZn2Si6O17,2 BaCO3 + 1 CaCO3 + 6 SiO2 + 2 ZnO == 1 Ba2CaZn2Si6O17 + 3 CO2 ; target Ba2CaZn2Si6O17 with additives Eu3+ via Eu2O3,2016,"['preheated', 'sintered']","[[600.0], [900.0]]","[[1.0], [10.0]]",900.0,10.0,,,10.1016/j.jlumin.2015.03.007,True,2
"['WO3', 'Gd2O3']",Gd2(WO4)3,1 Gd2O3 + 3 WO3 == 1 Gd2W3O12,2009,"['calcined', 'heated']","[[799.85], [1149.85]]","[[6.0], [24.0]]",,,799.85,6.0,10.1016/j.materresbull.2008.08.014,True,2
"['SiO2', 'CaCO3', 'Gd2O3']",CaGd4Si3O13,2 CaCO3 + 4 Gd2O3 + 6 SiO2 == 1 Ca2Gd8(SiO4)6O2 + 2 CO2,2017,['calcinated'],"[[1400.0, 1450.0]]",[[6.0]],,,1200.0,6.0,10.1016/j.jeurceramsoc.2017.02.022,True,2
"['TiO2', 'Nb2O5', 'CaCO3', 'Bi2O3']",Ca1Ti3.95Nb0.05Bi4O15.025,2 Bi2O3 + 1 CaCO3 + 0.025 Nb2O5 + 3.95 TiO2 == 1 CaBi4Ti3.95Nb0.05O15.025 + 1 CO2,2014,"['fired', 'sintered']","[[920.0], [1210.0]]","[[3.0], [2.0]]",1210.0,2.0,,,10.1007/s10854-014-2031-y,True,2
"['Na2CO3', 'Mn2O3']",Na4Mn9O18,4.5 Mn2O3 + 2 Na2CO3 + 1.25 O2 == 1 Na4Mn9O18 + 2 CO2,2014,"['heated', 'heated']","[[500.0], [900.0]]","[[5.0], [12.0]]",,,900.0,12.0,10.1039/c4ee02378a,True,2
"['Fe2O3', 'Bi2O3', 'Sm2O3', 'Co2O3', 'TiO2']",Sm1Ti3Fe0.5Co0.5Bi4O15,2 Bi2O3 + 0.25 Co2O3 + 0.25 Fe2O3 + 0.5 Sm2O3 + 3 TiO2 == 1 SmBi4Fe0.5Co0.5Ti3O15,2017,"['calcinated', 'sintered']","[[800.0], [1020.0]]","[[8.0], [2.0]]",1020.0,2.0,800.0,8.0,10.1007/s10854-017-6446-0,True,4
"['Yb', 'Ge6Rh7']",Yb4Ge6Rh7,1 Rh7Ge6 + 4 Yb == 1 Yb4Rh7Ge6,2004,[],[],[],,,750.0,,10.1016/j.jmmm.2004.01.075,True,1
"['MnO', 'Fe2O3', 'ZnO']",Mn0.55Zn0.35Fe2.1O4,1.05 Fe2O3 + 0.55 MnO + 0.35 ZnO == 1 (Mn0.55Zn0.35Fe0.1)Fe2O4 + 0.025 O2,2003,['calcined'],[[1050.0]],[[1.5]],,,1050.0,1.5,10.1016/s0921-4534(03)00696-8,True,2
"['NiH6(CO)4', 'Cu(NO3)2', 'Pr(NO3)3', 'Ga(NO3)3']",Pr1.9Ga0.05Cu0.24Ni0.71O4,0.24 Cu(NO3)2·3H2O + 0.05 Ga(NO3)3·8H2O + 0.71 Ni(CH3COO)2·4H2O + 0.062 O2 + 1.9 Pr(NO3)3·6H2O + 7.75 [OH-] == 1 Pr1.90Ni0.71Cu0.24Ga0.05O4 + 19.235 H2O + 1.42 [CH3COO-] + 6.33 [NO3-],2013,"['calcined', 'pre-sintered']","[[399.85], [799.85]]","[[2.0], [6.0]]",799.85,6.0,399.85,2.0,10.1016/j.ssi.2012.10.018,True,4
"['BaO', 'Y2O3', 'CuO']",BaY2CuO5,1 BaO + 1 CuO + 1 Y2O3 == 1 Y2BaCuO5,2009,['calcined'],[[880.0]],[[24.0]],910.0,12.0,880.0,24.0,10.1016/j.physc.2009.05.019,True,4
"['V2O5', 'Li2CO3']",LiVO3,0.5 Li2CO3 + 0.5 V2O5 == 1 LiVO3 + 0.5 CO2,2005,['heated'],[[630.0]],[[12.0]],,,750.0,4.0,10.1021/cm048518f,True,2
"['TiO2', 'La2O3', 'Nb2O5']",LaTiNbO6,0.5 La2O3 + 0.5 Nb2O5 + 1 TiO2 == 1 LaTiNbO6,2016,"['calcined', 'Sintering', 'sintered', 'treatment']","[[1250.0], [], [1325.0], [1100.0]]","[[4.0], [], [], [8.0]]",1325.0,,1250.0,4.0,10.1016/j.materresbull.2016.07.004,True,3
"['Tb4O7', 'SrCO3', 'PH9(NO2)2']",Sr3Tb(PO4)3,3 (NH4)2HPO4 + 3 SrCO3 + 0.25 Tb4O7 == 1 Sr3Tb(PO4)3 + 3 CO2 + 4.5 H2O + 6 NH3 + 0.125 O2,2004,"['pre-fired', 'calcined']","[[600.0], [1250.0]]","[[2.0], []]",,,1250.0,,10.1016/j.jssc.2003.09.037,True,1
"['V2O5', 'Co3O4', 'BaCO3']",BaV2(CoO4)2,1 BaCO3 + 0.667 Co3O4 + 1 V2O5 == 1 BaCo2V2O8 + 1 CO2 + 0.333 O2,2015,"['heated', 'sintered']","[[900.0], [900.0]]","[[72.0], [24.0]]",900.0,24.0,,,10.1016/j.jcrysgro.2014.09.033,True,2
"['Pr6O11', 'CoO', 'BaCO3']",BaPrCo2O5,1 BaCO3 + 2 CoO + 0.083 O2 + 0.167 Pr6O11 == 1 PrBaCo2O5 + 1 CO2,2014,"['calcined', 'sintered']","[[1000.0], [1150.0]]","[[], [12.0]]",1150.0,12.0,1000.0,,10.1016/j.ssi.2014.01.006,True,3
"['SnO', 'Na2CO3', 'PH3O4', 'Li2CO3']",Na0.25Li0.25Sn0.25P1O3,1 H3PO4 + 0.125 Li2CO3 + 0.125 Na2CO3 + 0.25 SnO == 1 Li0.25Na0.25Sn0.25PO3 + 0.25 CO2 + 1.5 H2O,2008,"['calcined', 'melted', 'annealed']","[[450.0], [1000.0], []]","[[24.0], [1.0], []]",,,450.0,24.0,10.1016/j.jnoncrysol.2007.10.014,True,2
"['BiClO', 'Bi2O3']",Bi3ClO4,1 Bi2O3 + 1 BiOCl == 1 Bi3O4Cl,2012,['annealed'],[[700.0]],[[6.0]],,,700.0,6.0,10.1007/s11144-012-0423-7,True,2
"['TiO2', 'Na2CO3']",Na2TiO3,3 Na2CO3 + 3 TiO2 == 1 Na6(TiO3)3 + 3 CO2,2007,"['heated', 'sintered']","[[826.85], [826.85]]","[[16.0], [14.0]]",826.85,14.0,950.0,12.0,10.1016/j.mseb.2006.06.031,True,4
"['TiO2', 'BaCO3']",Ba2TiO4,2 BaCO3 + 1 TiO2 == 1 Ba2TiO4 + 2 CO2,2001,"['treated', 'sintering']","[[1100.0], [1400.0]]","[[4.0], [10.0]]",1250.0,17.0,,,10.1016/s0022-3093(01)00349-0,True,2
"['Li2SO4', 'Na2SO4']",NaLiSO4,0.5 Li2SO4 + 0.5 Na2SO4 == 1 LiNaSO4,2001,[],[],[],,,450.0,1.0,10.1016/s0167-2738(01)00849-9,True,2
"['PH3O4', 'Tb4O7']",Tb(PO3)3,3 H3PO4 + 0.25 Tb4O7 == 1 Tb(PO3)3 + 4.5 H2O + 0.125 O2,2020,"['maintained', 'held', 'annealing']","[[25.0], [1450.0], [560.0]]","[[], [], []]",,,560.0,,10.1016/j.optmat.2020.109692,True,1
"['Al2O3', 'La2O3', 'HfO2', 'Li2CO3']",Li6.04La3Hf2Al0.32O12,0.16 Al2O3 + 2 HfO2 + 1.5 La2O3 + 3.02 Li2CO3 == 1 Li6.04Al0.32La3Hf2O12 + 3.02 CO2,2018,"['calcined', 'heated', 'held', 'annealed', 'annealed']","[[900.0], [900.0], [], [980.0], [1200.0]]","[[5.0], [], [5.0], [5.0], [30.0]]",,,1200.0,30.0,10.1016/j.jpowsour.2018.04.066,True,2
"['Lu2O3', 'CaCO3', 'PH6NO4', 'MgCO3']",Ca8LuMg(PO4)7,8 CaCO3 + 0.5 Lu2O3 + 1 MgCO3 + 7 NH4H2PO4 == 1 Ca8MgLu(PO4)7 + 9 CO2 + 10.5 H2O + 7 NH3,2015,['sintered'],[[1200.0]],[[4.0]],1200.0,4.0,,,10.1039/c4tc02433h,True,2
"['CaO', 'La2O3', 'MnCO3']",Ca0.33La0.67Mn1O3,0.33 CaO + 0.335 La2O3 + 1 MnCO3 + 0.332 O2 == 1 La0.67Ca0.33MnO3 + 1 CO2,1999,"['sintering', 'annealing']","[[1400.0], [1000.0]]","[[24.0], [8.0]]",1450.0,18.0,1000.0,8.0,10.1016/s0169-4332(98)00455-3,True,4
"['Sb2O5', 'Gd2O3', 'Bi2O3']",Gd2BiSbO7,0.5 Bi2O3 + 1 Gd2O3 + 0.5 Sb2O5 == 1 Gd2BiSbO7,2010,"['calcination', 'calcination']","[[1040.0], [1050.0]]","[[30.0], [46.0]]",,,1050.0,46.0,10.1016/j.molcata.2010.02.003,True,2
"['La2O3', 'ZrO2', 'LiHO', 'Ta2O5']",Li6La3ZrTaO12,1.5 La2O3 + 6 LiOH·H2O + 0.5 Ta2O5 + 1 ZrO2 == 1 Li6La3ZrTaO12 + 9 H2O,2019,"['sintered', 'sintered']","[[900.0], [1150.0]]","[[12.0], [6.0]]",1150.0,6.0,1150.0,12.0,10.1016/j.cej.2019.02.148,True,4
"['Co2O3', 'La2O3', 'BaCO3']",Ba0.05La0.95Co1O3,0.05 BaCO3 + 0.5 Co2O3 + 0.475 La2O3 + 0.013 O2 == 1 La0.95Ba0.05CoO3 + 0.05 CO2,2016,"['calcined', 'sintered', 'sintered']","[[999.85], [1099.85], [1199.85]]","[[24.0], [24.0], [24.0]]",1199.85,24.0,999.85,24.0,10.1016/j.ceramint.2016.01.016,True,4
"['La2O3', 'Sr(NO3)2', 'MnO2']",SrLaMnO3,0.5 La2O3 + 1 MnO2 + 1 Sr(NO3)2 + 2 [OH-] == 1 LaSrMnO3 + 1 H2O + 0.75 O2 + 2 [NO3-],2007,"['calcined', 'sintered']","[[1200.0], [1400.0]]","[[], []]",1400.0,,1200.0,,10.1016/j.jpowsour.2007.07.046,True,2
"['La2O3', 'MnO2', 'TeO2']",La0.9Mn1Te0.1O1,0.45 La2O3 + 1 MnO2 + 0.1 TeO2 == 1 La0.9Te0.1MnO + 1.275 O2,2005,"['sintered', 'annealed']","[[1400.0], [850.0]]","[[24.0], [4.0]]",1400.0,24.0,850.0,4.0,10.1016/j.jmmm.2004.08.012,True,4
"['MnO2', 'LiHO', 'Ni(HO)2']",Li1Mn0.5Ni0.5O2,1 LiOH·H2O + 0.5 MnO2 + 0.5 Ni(OH)2 == 1 LiNi0.5Mn0.5O2 + 2 H2O,2011,"['calcined', 'sintered']","[[650.0], [950.0]]","[[24.0], [15.0]]",950.0,15.0,650.0,24.0,10.1016/j.jpowsour.2011.01.018,True,4
"['La2O3', 'SrCO3', 'Co(CO2)2']",Sr0.5La0.5Co1O3,1 CoC2O4 + 0.25 La2O3 + 0.875 O2 + 0.5 SrCO3 == 1 La0.5Sr0.5CoO3 + 2.5 CO2,2013,"['calcined', 'heated']","[[900.0], [1300.0, 1100.0]]","[[24.0], [24.0]]",,,900.0,24.0,10.1063/1.4793777,True,2
"['MnO2', 'CuO']",Mn1.81Cu1.19O4,1.19 CuO + 1.81 MnO2 == 1 Cu1.19Mn1.81O4 + 0.405 O2,2008,['calcined'],[[800.0]],[[]],,,800.0,,10.1016/j.ssi.2008.04.029,True,1
"['Sc2O3', 'Ga2O3', 'Nd2O3', 'Gd2O3', 'Y2O3']",Nd0.03Gd0.93Y2.04Sc2Ga3O12,1.5 Ga2O3 + 0.465 Gd2O3 + 0.015 Nd2O3 + 1 Sc2O3 + 1.02 Y2O3 == 1 Nd0.03Gd0.93Y2.04Sc2Ga3O12,2012,['sintering'],[[1250.0]],[[48.0]],1250.0,48.0,,,10.1016/j.optcom.2012.06.050,True,2
"['Cr2O3', 'CuO']",Cr2CuO4,1 Cr2O3 + 1 CuO == 1 CuCr2O4,2013,['calcination'],[[1100.0]],[[]],,,1100.0,,10.1007/s10948-012-1726-7,True,1
"['MoO3', 'Gd2O3', 'BaCO3']",BaGd2(MoO4)4,1 BaCO3 + 1 Gd2O3 + 4 MoO3 == 1 BaGd2(MoO4)4 + 1 CO2,2009,['sintered'],[[1000.0]],[[4.0]],1000.0,4.0,,,10.1016/j.materresbull.2009.04.009,True,2
"['SnO2', 'CaCO3']",Ca2SnO4,2 CaCO3 + 1 SnO2 == 1 Ca2SnO4 + 2 CO2,2009,['sintered'],[[999.85]],[[24.0]],999.85,14.0,1150.0,5.0,10.1021/cm900590d,True,4
"['TeO2', 'Li2CO3']",Li2TeO3,1 Li2CO3 + 1 TeO2 == 1 Li2TeO3 + 1 CO2,1999,[],[],[],,,,5.0,10.1016/s0022-3093(98)00811-4,True,1
"['CaCO3', 'Fe2O3', 'Co2O3', 'SrCO3', 'La2O3']",Sr0.15Ca0.35La0.5Fe11.45Co0.4O19,0.35 CaCO3 + 0.2 Co2O3 + 5.725 Fe2O3 + 0.25 La2O3 + 0.15 SrCO3 == 1 Sr0.15Ca0.35La0.5Fe11.45Co0.4O19 + 0.5 CO2 + 0.012 O2,2016,['calcined'],[[1250.0]],[[1.0]],,,1250.0,1.0,10.1007/s10854-016-4314-y,True,2
"['La2O3', 'SrCO3', 'Co3O4']",Sr0.25La1.75Co1O4,0.333 Co3O4 + 0.875 La2O3 + 0.25 SrCO3 == 1 La1.75Sr0.25CoO4 + 0.25 CO2 + 0.104 O2,2013,"['reacted', 'sintered', 'sintered']","[[1200.0], [1225.0], [1250.0]]","[[], [48.0], [24.0]]",1250.0,24.0,,,10.1103/physrevb.88.165121,True,2
"['CaCO3', 'Bi2O3']",Ca5(Bi7O13)2,7 Bi2O3 + 5 CaCO3 == 1 Bi14Ca5O26 + 5 CO2,2002,['calcined'],[[599.85]],[[]],,,599.85,,10.1016/s0040-6031(01)00659-1,True,1
"['Al2O3', 'MgO', 'BaCO3']",BaMgAl10O17,5 Al2O3 + 1 BaCO3 + 1 MgO == 1 BaMgAl10O17 + 1 CO2 ; target BaMgAl10O17 with additives Eu2+ via Eu2O3,2007,['calcined'],[[1600.0]],[[4.0]],600.0,3.0,1475.0,4.0,10.1016/j.jlumin.2006.01.351,True,4
"['SnO2', 'TiO2', 'Sr(HO)2', 'Ba(HO)2']",Ba0.8Sr0.2Ti0.2Sn0.8O3,0.8 Ba(OH)2·8H2O + 0.8 SnO2 + 0.2 Sr(OH)2 + 0.2 TiO2 == 1 (Ba0.8Sr0.2)(Sn0.8Ti0.2)O3 + 7.4 H2O,2007,['sintering'],[[1000.0]],[[6.0]],1000.0,6.0,,,10.1016/j.snb.2006.08.026,True,2
